@relation complex8_clustered

@attribute Instance_number numeric
@attribute x numeric
@attribute y numeric
@attribute class {0,1,2,3,4,5,6,7}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
1602,449.34,132.426,5,cluster5
1603,449.89,94.756,5,cluster5
1604,450.602,154.409,5,cluster5
1605,451.759,127.084,5,cluster5
1606,452.486,136.176,5,cluster5
1607,452.895,98.269,5,cluster5
1608,454.448,155.473,5,cluster5
1609,454.853,146.684,5,cluster5
1610,19.63,349.476,6,cluster6
1611,22.691,367.157,6,cluster6
1612,23.878,357.674,6,cluster6
1613,25.846,359.834,6,cluster6
1614,26.461,342.387,6,cluster6
1615,27.403,350.942,6,cluster6
1616,29.272,353.44,6,cluster6
1617,31.412,383.076,6,cluster6
1618,32.358,371.62,6,cluster6
1619,33.132,371.771,6,cluster6
1620,33.892,337.602,6,cluster6
1621,35.6,383.954,6,cluster6
1622,37.084,333.971,6,cluster6
1623,37.494,335.178,6,cluster6
1624,38.315,359.756,6,cluster6
1625,38.604,396.243,6,cluster6
1626,39.737,361.884,6,cluster6
1627,40.679,388.344,6,cluster6
1628,41.653,319.618,6,?
1629,42.345,394.862,6,cluster6
1630,43.797,340.708,6,cluster6
1631,44.178,332.407,6,cluster6
1632,44.706,365.156,6,cluster6
1633,46.428,355.147,6,cluster6
1634,47.515,356.629,6,cluster6
1635,48.115,342.562,6,cluster6
1636,49.459,350.855,6,cluster6
1637,50.221,334.949,6,cluster6
1638,51.055,379.387,6,cluster6
1639,52.212,327.486,6,cluster6
1640,53.565,363.259,6,cluster6
1641,54.699,345.209,6,cluster6
1642,56.059,385.797,6,cluster6
1643,57.262,381.326,6,cluster6
1644,59.588,357.893,6,cluster6
1645,61.471,379.243,6,cluster6
1646,61.998,387.088,6,cluster6
1647,63.099,339.609,6,cluster6
1648,64.309,352.468,6,cluster6
1649,64.903,367.009,6,cluster6
1650,65.812,393.432,6,cluster6
1651,66.669,364.468,6,cluster6
1652,67.612,375.903,6,cluster6
1653,68.008,383.416,6,cluster6
1654,68.789,372.091,6,cluster6
1655,71.037,360.484,6,cluster6
1656,73.94,345.452,6,cluster6
1657,74.735,339.028,6,cluster6
1658,75.428,379.489,6,cluster6
1659,76.856,362.964,6,cluster6
1660,78.884,351.998,6,cluster6
1661,79.65,373.082,6,cluster6
1662,81.327,329.31,6,cluster6
1663,82.628,386.988,6,cluster6
1664,83.23,367.24,6,cluster6
1665,83.711,341.459,6,cluster6
1666,84.957,388.822,6,cluster6
1667,85.27,389.035,6,cluster6
1668,86.209,368.775,6,cluster6
1669,87.567,398.195,6,cluster6
1670,91.831,373.494,6,cluster6
1671,92.391,365.471,6,cluster6
1672,92.829,375.571,6,cluster6
1673,94.331,374.994,6,cluster6
1674,95.679,355.861,6,cluster6
1675,98.554,327.855,6,cluster6
1676,100.356,343.139,6,cluster6
1677,101.355,392.531,6,cluster6
1678,102.682,396.718,6,cluster6
1679,103.281,392.931,6,cluster6
1680,104.011,363.262,6,cluster6
1681,104.786,331.155,6,cluster6
1682,105.121,344.324,6,cluster6
1683,106.15,372.175,6,cluster6
1684,108.516,334.433,6,cluster6
1685,108.74,389.766,6,cluster6
1686,109.958,400.941,6,?
1687,111.22,345.926,6,cluster6
1688,112.781,389.315,6,cluster6
1689,113.842,391.853,6,cluster6
1690,114.926,340.23,6,cluster6
1691,115.261,349.419,6,cluster6
1692,116.562,346.507,6,cluster6
1693,116.922,394.277,6,cluster6
1694,118.894,334.391,6,cluster6
1695,119.6,375.124,6,cluster6
1696,120.381,370.344,6,cluster6
1697,120.825,334.534,6,cluster6
1698,122.749,338.957,6,cluster6
1699,125.508,353.338,6,cluster6
1700,126.19,382.555,6,cluster6
1701,127.186,365.922,6,cluster6
1702,127.912,353.864,6,cluster6
1703,128.304,353.219,6,cluster6
1704,129.391,328.166,6,cluster6
1705,130.542,349.603,6,cluster6
1706,130.862,372.719,6,cluster6
1707,131.724,353.369,6,cluster6
1708,132.643,327.94,6,cluster6
1709,133.877,379.068,6,cluster6
1710,134.885,329.977,6,cluster6
1711,135.315,357.724,6,cluster6
1712,137.015,340.944,6,cluster6
1713,137.442,367.477,6,cluster6
1714,138.355,394.453,6,cluster6
1715,139.28,378.471,6,cluster6
1716,140.046,371.254,6,cluster6
1717,140.794,348.667,6,cluster6
1718,141.719,382.129,6,cluster6
1719,143.696,389.256,6,cluster6
1720,144.511,391.301,6,cluster6
1721,145.283,382.486,6,cluster6
1722,146.735,363.463,6,cluster6
1723,147.796,323.203,6,?
1724,148.646,373.737,6,cluster6
1725,149.749,394.613,6,cluster6
1726,150.137,343.403,6,cluster6
1727,152.39,373.589,6,cluster6
1728,152.761,398.566,6,cluster6
1729,154.49,389.909,6,cluster6
1730,155.075,357.295,6,cluster6
1731,157.744,325.818,6,cluster6
1732,159.24,376.091,6,cluster6
1733,160.202,380.371,6,cluster6
1734,161.99,365.087,6,cluster6
1735,162.862,339.485,6,cluster6
1736,164.314,341.107,6,cluster6
1737,164.805,318.129,6,cluster6
1738,166.374,340.962,6,cluster6
1739,168.254,391.485,6,cluster6
1740,169.13,392.663,6,cluster6
1741,171.751,373.785,6,cluster6
1742,173.256,389.621,6,cluster6
1743,173.481,384.481,6,cluster6
1744,174.257,314.826,6,cluster6
1745,174.701,329.036,6,cluster6
1746,175.309,345.168,6,cluster6
1747,175.93,353.58,6,cluster6
1748,177.14,368.486,6,cluster6
1749,177.867,371.715,6,cluster6
1750,178.184,317.635,6,cluster6
1751,179.134,323.988,6,cluster6
1752,179.369,326.522,6,cluster6
1753,180.012,381.236,6,cluster6
1754,180.725,330.761,6,cluster6
1755,181.608,343.612,6,cluster6
1756,183.608,384.239,6,cluster6
1757,184.551,356.24,6,cluster6
1758,184.854,326.746,6,cluster6
1759,185.522,318.843,6,cluster6
1760,185.979,381.037,6,cluster6
1761,186.061,333.279,6,cluster6
1762,187.069,317.164,6,cluster6
1763,187.73,337.019,6,cluster6
1764,188.529,309.77,6,cluster6
1765,189.777,336.671,6,cluster6
1766,192.081,334.49,6,cluster6
1767,192.965,370.724,6,cluster6
1768,193.226,383.806,6,cluster6
1769,194.004,345.934,6,cluster6
1770,194.615,317.75,6,cluster6
1771,195.402,318.689,6,cluster6
1772,195.7,341.63,6,cluster6
1773,197.125,358.948,6,cluster6
1774,197.687,384.699,6,cluster6
1775,198.43,396.933,6,cluster6
1776,199.645,359.01,6,cluster6
1777,200.389,367.112,6,cluster6
1778,201.408,333.623,6,cluster6
1779,202.13,369.695,6,cluster6
1780,203.031,304.539,6,?
1781,203.492,344.555,6,cluster6
1782,203.626,332.286,6,cluster6
1783,205.471,360.552,6,cluster6
1784,205.983,354.271,6,cluster6
1785,207.846,313.296,6,cluster6
1786,208.828,347.435,6,cluster6
1787,210.178,381.39,6,cluster6
1788,211.081,346.189,6,cluster6
1789,212.218,352.546,6,cluster6
1790,212.441,335.582,6,cluster6
1791,212.709,346.273,6,cluster6
1792,212.975,355.365,6,cluster6
1793,213.517,328.602,6,cluster6
1794,214.337,383.732,6,cluster6
1795,214.778,352.766,6,cluster6
1796,215.837,395.339,6,cluster6
1797,216.275,344.837,6,cluster6
1798,216.691,299.908,6,cluster6
1799,217.011,348.172,6,cluster6
1800,217.927,376.302,6,cluster6
1801,218.218,369.903,6,cluster6
1802,219.168,338.646,6,cluster6
1803,219.975,381.722,6,cluster6
1804,220.203,342.417,6,cluster6
1805,221.014,313.268,6,cluster6
1806,221.483,335.171,6,cluster6
1807,222.342,310.161,6,cluster6
1808,223.5,331.001,6,cluster6
1809,223.912,299.244,6,cluster6
1810,224.663,400.324,6,cluster6
1811,224.856,382.039,6,cluster6
1812,226.199,343.957,6,cluster6
1813,227.477,336.655,6,cluster6
1814,228.534,347.878,6,cluster6
1815,229.163,368.545,6,cluster6
1816,229.257,397.519,6,cluster6
1817,229.736,305.988,6,cluster6
1818,232.237,391.361,6,cluster6
1819,232.926,374.289,6,cluster6
1820,233.61,292.224,6,cluster6
1821,234.479,299.916,6,cluster6
1822,234.85,371.915,6,cluster6
1823,235.435,317.97,6,cluster6
1824,235.89,309.186,6,cluster6
1825,236.433,366.293,6,cluster6
1826,237.501,326.768,6,cluster6
1827,238.334,302.021,6,cluster6
1828,238.515,307.758,6,cluster6
1829,239.226,356.51,6,cluster6
1830,239.499,341.685,6,cluster6
1831,240.196,336.499,6,cluster6
1832,240.473,368.099,6,cluster6
1833,241.59,342.149,6,cluster6
1834,241.891,381.061,6,cluster6
1835,242.966,390.113,6,cluster6
1836,243.324,285.619,6,cluster6
1837,244.477,382.524,6,cluster6
1838,244.779,381.582,6,cluster6
1839,245.247,285.977,6,cluster6
1840,246.079,326.126,6,cluster6
1841,247.13,318.996,6,cluster6
1842,247.822,333.245,6,cluster6
1843,248.125,346.789,6,cluster6
1844,248.591,292.215,6,cluster6
1845,249.807,311.445,6,cluster6
1846,250.294,351.677,6,cluster6
1847,251.711,366.227,6,cluster6
1848,252.868,284.662,6,cluster6
1849,253.215,385.3,6,cluster6
1850,253.658,282.454,6,cluster6
1851,253.755,322.149,6,cluster6
1852,254.04,389.891,6,cluster6
1853,254.356,327.074,6,cluster6
1854,255.184,364.71,6,cluster6
1855,255.626,399.492,6,cluster6
1856,255.924,311.035,6,cluster6
1857,256.963,381.075,6,cluster6
1858,257.238,289.789,6,cluster6
1859,258.056,330.499,6,cluster6
1860,259.155,373.736,6,cluster6
1861,259.768,309.523,6,cluster6
1862,259.905,281.671,6,cluster6
1863,261.23,299.372,6,cluster6
1864,262.001,361.898,6,cluster6
1865,262.411,357.32,6,cluster6
1866,263.693,305.648,6,cluster6
1867,263.977,305.759,6,cluster6
1868,264.761,377.055,6,cluster6
1869,265.614,399.174,6,cluster6
1870,266.554,304.575,6,cluster6
1871,266.705,350.153,6,cluster6
1872,267.081,313.846,6,cluster6
1873,267.452,290.026,6,cluster6
1874,267.748,352.889,6,cluster6
1875,268.215,334.102,6,cluster6
1876,268.604,347.187,6,cluster6
1877,269.071,331.948,6,cluster6
1878,269.557,319.773,6,cluster6
1879,270.599,360.545,6,cluster6
1880,270.766,348.803,6,cluster6
1881,271.375,341.773,6,cluster6
1882,271.554,292.768,6,cluster6
1883,272.273,396.064,6,cluster6
1884,273.29,293.129,6,cluster6
1885,273.852,297.201,6,cluster6
1886,274.456,393.318,6,cluster6
1887,275.018,390.815,6,cluster6
1888,275.965,341.212,6,cluster6
1889,276.379,364.671,6,cluster6
1890,277.239,319.648,6,cluster6
1891,277.636,287.894,6,cluster6
1892,277.865,295.799,6,cluster6
1893,278.699,327.014,6,cluster6
1894,279.889,382.823,6,cluster6
1895,280.581,351.827,6,cluster6
1896,281.568,307.436,6,cluster6
1897,281.765,373.226,6,cluster6
1898,282.162,293.951,6,cluster6
1899,282.322,342.371,6,cluster6
1900,282.66,351.256,6,cluster6
1901,283.452,376.83,6,cluster6
1902,284.714,302.182,6,cluster6
1903,285.139,346.886,6,cluster6
1904,285.723,363.942,6,cluster6
1905,285.857,345.885,6,cluster6
1906,286.249,346.898,6,cluster6
1907,286.682,351.613,6,cluster6
1908,287.241,384.163,6,cluster6
1909,288.326,384.467,6,cluster6
1910,288.669,377.337,6,cluster6
1911,289.253,338.963,6,cluster6
1912,289.52,333.788,6,cluster6
1913,290.63,361.425,6,cluster6
1914,291.376,308.967,6,cluster6
1915,292.198,358.362,6,cluster6
1916,292.543,298.838,6,cluster6
1917,293.355,324.01,6,cluster6
1918,293.751,306.411,6,cluster6
1919,294.182,378.559,6,cluster6
1920,294.614,325.861,6,cluster6
1921,296.555,306.575,6,cluster6
1922,296.958,382.22,6,cluster6
1923,298.207,299.327,6,cluster6
1924,298.671,377.606,6,cluster6
1925,300.118,353.163,6,cluster6
1926,300.996,375.288,6,cluster6
1927,301.39,338.523,6,cluster6
1928,302.585,360.149,6,cluster6
1929,303.038,377.79,6,cluster6
1930,303.779,378.984,6,cluster6
1931,304.234,301.891,6,cluster6
1932,305.172,359.986,6,cluster6
1933,305.648,303.526,6,cluster6
1934,307.581,397.806,6,cluster6
1935,308.518,400.249,6,cluster6
1936,309.301,336.652,6,cluster6
1937,309.991,306.869,6,cluster6
1938,310.802,389.039,6,cluster6
1939,311.134,343.202,6,cluster6
1940,311.648,387.505,6,cluster6
1941,312.849,337.028,6,cluster6
1942,313.275,394.552,6,cluster6
1943,313.773,392.062,6,cluster6
1944,314.734,372.732,6,cluster6
1945,315.007,365.965,6,cluster6
1946,317.379,371.384,6,cluster6
1947,317.912,382.673,6,cluster6
1948,318.992,315.658,6,cluster6
1949,319.649,372.035,6,cluster6
1950,320.654,321.73,6,cluster6
1951,321.207,387.65,6,cluster6
1952,321.734,373.914,6,cluster6
1953,322.403,326.447,6,cluster6
1954,323.134,398.075,6,cluster6
1955,324.948,366.022,6,cluster6
1956,325.339,347.075,6,cluster6
1957,326.037,371.664,6,cluster6
1958,327.784,334.158,6,cluster6
1959,328.515,323.344,6,cluster6
1960,329.41,340.427,6,cluster6
1961,330.088,350.123,6,cluster6
1962,330.401,371.878,6,cluster6
1963,331.529,351.491,6,cluster6
1964,332.463,327.332,6,cluster6
1965,334.078,339.272,6,cluster6
1966,334.874,311.798,6,cluster6
1967,335.542,367.419,6,cluster6
1968,337.687,384.806,6,cluster6
1969,338.011,390.244,6,cluster6
1970,339.267,342.463,6,cluster6
1971,339.761,334.525,6,cluster6
1972,340.794,318.997,6,cluster6
1973,341.5,322.826,6,cluster6
1974,342.018,342.896,6,cluster6
1975,342.468,358.592,6,cluster6
1976,342.961,346.798,6,cluster6
1977,343.296,315.26,6,cluster6
1978,343.613,386.365,6,cluster6
1979,343.854,369.105,6,cluster6
1980,344.749,348.701,6,cluster6
1981,345.608,349.167,6,cluster6
1982,347.346,373.371,6,cluster6
1983,347.688,359.336,6,cluster6
1984,348.557,397.396,6,cluster6
1985,349.286,394.957,6,cluster6
1986,349.841,331.45,6,cluster6
1987,351.698,350.463,6,cluster6
1988,353.635,338.307,6,cluster6
1989,354.384,365.922,6,cluster6
1990,355.433,317.592,6,cluster6
1991,356.506,324.225,6,cluster6
1992,356.941,374.429,6,cluster6
1993,357.544,360.146,6,cluster6
1994,358.707,394.035,6,cluster6
1995,359.02,386.164,6,cluster6
1996,359.226,369.82,6,cluster6
1997,359.884,365.271,6,cluster6
1998,360.191,319.999,6,cluster6
1999,360.986,370.84,6,cluster6
2000,361.176,323.365,6,cluster6
2001,361.983,340.434,6,cluster6
2002,363.552,350.567,6,cluster6
2003,364.138,389.774,6,cluster6
2004,364.31,400.75,6,cluster6
2005,364.868,371.305,6,cluster6
2006,365.271,394.511,6,cluster6
2007,367.192,377.158,6,cluster6
2008,368.095,322.415,6,cluster6
2009,368.875,381.008,6,cluster6
2010,370.46,385.538,6,cluster6
2011,371.19,373.831,6,cluster6
2012,373.018,364.119,6,cluster6
2013,373.965,322.584,6,cluster6
2014,374.933,379.476,6,cluster6
2015,375.286,385.352,6,cluster6
2016,376.258,337.189,6,cluster6
2017,379.053,325.039,6,cluster6
2018,379.967,376.652,6,cluster6
2019,381.251,382.6,6,cluster6
2020,382.274,330.678,6,?
2021,382.877,361.738,6,cluster6
2022,383.532,392.374,6,cluster6
2023,385.117,359.703,6,cluster6
2024,386.335,338.236,6,cluster6
2025,386.801,364.83,6,cluster6
2026,387.565,393.354,6,cluster6
2027,387.701,383.558,6,cluster6
2028,388.808,325.055,6,?
2029,389.141,383.174,6,cluster6
2030,389.596,366.305,6,cluster6
2031,390.214,325.705,6,?
2032,391.248,391.097,6,cluster6
2033,392.615,351.181,6,cluster6
2034,392.911,350.535,6,cluster6
2035,394.155,345.312,6,cluster6
2036,395.88,377.841,6,cluster6
2037,396.936,371.517,6,cluster6
2038,397.628,321.44,6,?
2039,398.174,386.012,6,cluster6
2040,399.255,393.952,6,cluster6
2041,400.306,357.416,6,cluster6
2042,401.899,349.845,6,cluster6
2043,404.031,348.756,6,cluster6
2044,404.279,389.834,6,cluster6
2045,405.065,348.706,6,cluster6
2046,406.237,362.886,6,cluster6
2047,406.969,352.447,6,cluster6
2048,408.012,393.706,6,cluster6
2049,408.556,383.086,6,cluster6
2050,409.45,398.005,6,cluster6
2051,410.003,346.277,6,cluster6
2052,410.776,351.986,6,cluster6
2053,412.663,382.547,6,cluster6
2054,413.546,365.278,6,cluster6
2055,415.726,363.253,6,cluster6
2056,417.072,375.138,6,cluster6
2057,417.484,355.655,6,cluster6
2058,418.502,373.409,6,cluster6
2059,420.889,384.816,6,cluster6
2060,421.985,369.462,6,cluster6
2061,424.566,372.556,6,cluster6
2062,425.837,342.892,6,cluster6
2063,427.491,356.414,6,cluster6
2064,429.937,337.217,6,cluster6
2065,430.432,351.46,6,cluster6
2066,431.508,375.668,6,cluster6
2067,432.453,387.599,6,cluster6
2068,433.123,365.432,6,cluster6
2069,434.134,370.212,6,cluster6
2070,434.78,349.47,6,cluster6
2071,435.925,369.221,6,cluster6
2072,436.832,390.254,6,cluster6
2073,438.054,344.923,6,cluster6
2074,438.312,354.268,6,cluster6
2075,440.18,344.595,6,cluster6
2076,441.388,374.623,6,cluster6
2077,443.013,375.385,6,cluster6
2078,445.226,339.88,6,cluster6
2079,446.536,337.299,6,cluster6
2080,446.721,350.344,6,cluster6
2081,447.578,342.993,6,cluster6
2082,451.617,372.611,6,cluster6
2083,453.138,368.993,6,cluster6
2084,454.069,369.96,6,cluster6
2085,456.558,342.868,6,cluster6
2086,458.943,375.9,6,cluster6
2087,460.569,367.608,6,cluster6
2088,461.574,358.047,6,cluster6
2089,462.669,356.61,6,cluster6
2090,463.312,352.626,6,cluster6
2091,465.684,360.702,6,cluster6
2092,466.62,368.253,6,cluster6
2093,468.655,352.672,6,cluster6
2094,504.028,55.227,7,cluster0
2095,510.743,61.946,7,cluster0
2096,513.031,52.542,7,cluster0
2097,513.689,53.478,7,cluster0
2098,516.584,62.239,7,cluster0
2099,517.117,61.721,7,cluster0
2100,519.542,71.158,7,cluster0
2101,519.789,66.485,7,cluster0
2102,519.829,81.693,7,cluster0
2103,520.208,53.968,7,cluster0
2104,520.663,84.578,7,cluster0
2105,521.054,64.937,7,cluster0
2106,523.901,80.038,7,cluster0
2107,524.201,63.799,7,cluster0
2108,524.789,72.777,7,cluster0
2109,526.183,92.373,7,cluster0
2110,527.265,65.492,7,cluster0
2111,528.743,59.36,7,cluster0
2112,530.023,98.811,7,cluster0
2113,533.453,90.643,7,cluster0
2114,533.642,88.332,7,cluster0
2115,534.593,81.006,7,cluster0
2116,536.044,62.266,7,cluster0
2117,537.817,72.697,7,cluster0
2118,538.113,64.413,7,cluster0
2119,538.659,111.169,7,cluster0
2120,539.337,75.1,7,cluster0
2121,540.131,73.454,7,cluster0
2122,540.19,76.69,7,cluster0
2123,541.149,109.533,7,cluster0
2124,541.823,89.65,7,cluster0
2125,542.869,65.846,7,cluster0
2126,543.921,112.783,7,cluster0
2127,546.255,83.295,7,cluster0
2128,547.246,112.738,7,cluster0
2129,548.017,111.445,7,cluster0
2130,548.185,126.194,7,cluster0
2131,548.547,104.378,7,cluster0
2132,551.222,104.242,7,cluster0
2133,551.976,116.697,7,cluster0
2134,552.784,110.715,7,cluster0
2135,554.142,122.696,7,cluster0
2136,554.637,106.999,7,cluster0
2137,554.814,90.925,7,cluster0
2138,556.079,120.762,7,cluster0
2139,556.591,133.378,7,cluster0
2140,556.841,121.529,7,cluster0
2141,557.139,125.728,7,cluster0
2142,557.441,100.475,7,cluster0
2143,558.661,134.89,7,cluster0
2144,559.491,112.552,7,cluster0
2145,559.991,125.34,7,cluster0
2146,560.38,142.154,7,cluster0
2147,561.281,120.642,7,cluster0
2148,562.481,108.078,7,cluster0
2149,563.169,103.119,7,cluster0
2150,563.799,314.189,7,cluster0
2151,564.012,341.848,7,cluster0
2152,564.681,143.322,7,cluster0
2153,564.849,148.328,7,cluster0
2154,565.067,299.003,7,cluster0
2155,565.246,317.064,7,cluster0
2156,565.441,146.231,7,cluster0
2157,566.003,325.107,7,cluster0
2158,566.114,345.167,7,cluster0
2159,566.22,126.081,7,cluster0
2160,566.523,163.97,7,cluster0
2161,566.62,347.415,7,cluster0
2162,566.86,174.176,7,cluster0
2163,566.956,179.487,7,cluster0
2164,567.22,125.456,7,cluster0
2165,567.29,328.439,7,cluster0
2166,567.449,323.849,7,cluster0
2167,567.561,349.433,7,cluster0
2168,567.88,209.984,7,cluster0
2169,567.952,311.985,7,cluster0
2170,568.045,185.988,7,cluster0
2171,568.391,312.555,7,cluster0
2172,568.56,253.928,7,cluster0
2173,568.724,284.118,7,cluster0
2174,568.829,236.282,7,cluster0
2175,568.915,123.298,7,cluster0
2176,569.107,302.503,7,cluster0
2177,569.372,124.686,7,cluster0
2178,569.488,239.794,7,cluster0
2179,569.685,201.226,7,cluster0
2180,570.207,158.788,7,cluster0
2181,570.513,234.551,7,cluster0
2182,570.883,191.138,7,cluster0
2183,570.987,151.505,7,cluster0
2184,571.027,168.509,7,cluster0
2185,571.197,291.11,7,cluster0
2186,571.532,182.715,7,cluster0
2187,571.883,216.723,7,cluster0
2188,572.064,271.436,7,cluster0
2189,572.263,185.926,7,cluster0
2190,572.338,198.167,7,cluster0
2191,572.566,308.345,7,cluster0
2192,572.816,183.224,7,cluster0
2193,572.948,357.202,7,cluster0
2194,573.264,243.103,7,cluster0
2195,573.385,152.264,7,cluster0
2196,573.915,135.807,7,cluster0
2197,574.091,293.097,7,cluster0
2198,574.571,245.353,7,cluster0
2199,574.859,362.817,7,cluster0
2200,575.025,286.235,7,cluster0
2201,575.128,231.212,7,cluster0
2202,575.463,220.713,7,cluster0
2203,575.766,123.604,7,cluster0
2204,575.963,346.134,7,cluster0
2205,576.146,274.988,7,cluster0
2206,576.292,127.909,7,cluster0
2207,576.377,292.105,7,cluster0
2208,576.849,295.941,7,cluster0
2209,577.072,259.181,7,cluster0
2210,577.221,300.215,7,cluster0
2211,577.36,230.811,7,cluster0
2212,577.5,221.246,7,cluster0
2213,577.551,145.808,7,cluster0
2214,577.804,320.07,7,cluster0
2215,577.937,331.004,7,cluster0
2216,578.177,296.176,7,cluster0
2217,578.199,250.657,7,cluster0
2218,578.284,155.48,7,cluster0
2219,578.397,205.368,7,cluster0
2220,578.487,291.93,7,cluster0
2221,578.853,137.311,7,cluster0
2222,579.048,360.826,7,cluster0
2223,579.176,379.559,7,cluster0
2224,579.282,360.992,7,cluster0
2225,579.402,223.282,7,cluster0
2226,579.676,313.344,7,cluster0
2227,579.843,344.934,7,cluster0
2228,579.96,211.026,7,cluster0
2229,580.044,219.853,7,cluster0
2230,580.409,172.457,7,cluster0
2231,580.45,300.179,7,cluster0
2232,580.726,217.399,7,cluster0
2233,580.92,148.427,7,cluster0
2234,580.991,217.541,7,cluster0
2235,581.035,377.345,7,cluster0
2236,581.328,213.396,7,cluster0
2237,581.662,298.031,7,cluster0
2238,581.908,134.275,7,cluster0
2239,582.187,191.983,7,cluster0
2240,582.493,129.271,7,cluster0
2241,582.583,131.719,7,cluster0
2242,582.876,153.416,7,cluster0
2243,583.156,133.197,7,cluster0
2244,583.455,374.931,7,cluster0
2245,583.61,155.124,7,cluster0
2246,583.787,329.809,7,cluster0
2247,583.834,200.943,7,cluster0
2248,583.946,274.24,7,cluster0
2249,584.068,242.799,7,cluster0
2250,584.171,226.237,7,cluster0
2251,584.614,359.845,7,cluster0
2252,584.684,267.184,7,cluster0
2253,584.721,217.028,7,cluster0
2254,584.92,321.48,7,cluster0
2255,585.22,358.711,7,cluster0
2256,585.356,318.592,7,cluster0
2257,585.679,320.137,7,cluster0
2258,586.012,246.075,7,cluster0
2259,586.193,129.596,7,cluster0
2260,586.391,150.932,7,cluster0
2261,586.575,249.375,7,cluster0
2262,586.822,131.428,7,cluster0
2263,587.086,199.17,7,cluster0
2264,587.262,240.233,7,cluster0
2265,587.363,221.569,7,cluster0
2266,587.439,205.984,7,cluster0
2267,587.594,170.538,7,cluster0
2268,587.807,194.82,7,cluster0
2269,587.925,254.724,7,cluster0
2270,588.057,354.096,7,cluster0
2271,588.194,257.233,7,cluster0
2272,588.262,247.201,7,cluster0
2273,588.288,128.991,7,cluster0
2274,588.495,283.926,7,cluster0
2275,588.976,229.133,7,cluster0
2276,589.019,340.729,7,cluster0
2277,589.259,232.24,7,cluster0
2278,589.537,209.663,7,cluster0
2279,589.792,290.991,7,cluster0
2280,590.027,338.037,7,cluster0
2281,590.252,198.071,7,cluster0
2282,590.399,155.03,7,cluster0
2283,590.562,305.318,7,cluster0
2284,590.798,317.45,7,cluster0
2285,591.114,180.042,7,cluster0
2286,591.156,368.362,7,cluster0
2287,591.35,304.522,7,cluster0
2288,591.729,184.134,7,cluster0
2289,591.975,370.581,7,cluster0
2290,592.212,171.273,7,cluster0
2291,592.51,159.02,7,cluster0
2292,592.682,368.321,7,cluster0
2293,592.784,282.055,7,cluster0
2294,592.91,129.215,7,cluster0
2295,592.978,169.718,7,cluster0
2296,593.103,361.339,7,cluster0
2297,593.174,382.389,7,cluster0
2298,593.584,300.721,7,cluster0
2299,593.664,277.234,7,cluster0
2300,593.807,155.468,7,cluster0
2301,594.023,138.445,7,cluster0
2302,594.21,238.329,7,cluster0
2303,594.33,185.75,7,cluster0
2304,594.502,324.827,7,cluster0
2305,594.554,191.805,7,cluster0
2306,594.706,335.182,7,cluster0
2307,594.986,254.981,7,cluster0
2308,595.124,180.942,7,cluster0
2309,595.352,167.91,7,cluster0
2310,595.426,321.672,7,cluster0
2311,595.622,225.465,7,cluster0
2312,595.659,175.996,7,cluster0
2313,595.783,253.859,7,cluster0
2314,595.848,201.982,7,cluster0
2315,596.162,300.781,7,cluster0
2316,596.366,268.087,7,cluster0
2317,596.576,212.327,7,cluster0
2318,596.822,131.08,7,cluster0
2319,596.967,171.221,7,cluster0
2320,597.105,139.119,7,cluster0
2321,597.228,247.438,7,cluster0
2322,597.332,348.475,7,cluster0
2323,597.527,208.034,7,cluster0
2324,597.694,294.257,7,cluster0
2325,597.795,203.989,7,cluster0
2326,598.029,150.373,7,cluster0
2327,598.355,266.608,7,cluster0
2328,598.66,339.573,7,cluster0
2329,598.936,308.396,7,cluster0
2330,599.25,174.396,7,cluster0
2331,599.427,315.671,7,cluster0
2332,599.584,374.813,7,cluster0
2333,599.745,146.914,7,cluster0
2334,599.843,141.491,7,cluster0
2335,600.073,317.714,7,cluster0
2336,600.177,276.823,7,cluster0
2337,600.414,344.423,7,cluster0
2338,600.582,139.046,7,cluster0
2339,600.707,239.265,7,cluster0
2340,600.859,302.851,7,cluster0
2341,600.957,379.96,7,cluster0
2342,601.285,356.755,7,cluster0
2343,601.49,251.212,7,cluster0
2344,601.604,153.194,7,cluster0
2345,601.977,365.213,7,cluster0
2346,602.191,335.238,7,cluster0
2347,602.733,284.104,7,cluster0
2348,602.912,354.94,7,cluster0
2349,603.15,324.281,7,cluster0
2350,603.373,360.198,7,cluster0
2351,603.558,331.077,7,cluster0
2352,603.917,221.381,7,cluster0
2353,603.995,302.343,7,cluster0
2354,604.082,130.127,7,cluster0
2355,604.23,385.626,7,cluster0
2356,604.465,370.468,7,cluster0
2357,604.631,262.499,7,cluster0
2358,605.185,138.466,7,cluster0
2359,605.358,215.403,7,cluster0
2360,605.6,308.35,7,cluster0
2361,605.856,279.482,7,cluster0
2362,606.103,374.552,7,cluster0
2363,606.362,262.293,7,cluster0
2364,606.761,360.66,7,cluster0
2365,607.099,311.835,7,cluster0
2366,607.169,312.57,7,cluster0
2367,607.354,349.464,7,cluster0
2368,607.547,333.494,7,cluster0
2369,607.835,367.067,7,cluster0
2370,608.015,139.512,7,cluster0
2371,608.174,176.187,7,cluster0
2372,608.496,237.74,7,cluster0
2373,608.728,272.892,7,cluster0
